2,,,,DOLNOŚLĄSKIE,województwo,
2,1,,,bolesławiecki,powiat,
2,1,1,1,Bolesławiec,gmina miejska,
2,1,2,2,Bolesławiec,gmina wiejska,
2,1,3,2,Gromadka,gmina wiejska,
2,1,4,4,Nowogrodziec,miasto,
2,1,4,5,Nowogrodziec,obszar wiejski,
2,1,5,2,Osiecznica,gmina wiejska,
2,1,6,2,Warta Bolesławiecka,gmina wiejska,
2,2,,,dzierżoniowski,powiat,
2,2,1,1,Bielawa,gmina miejska,
2,2,2,1,Dzierżoniów,gmina miejska,
2,2,3,4,Pieszyce,miasto,
2,2,3,5,Pieszyce,obszar wiejski,
2,2,4,1,Piława Górna,gmina miejska,
2,2,5,2,Dzierżoniów,gmina wiejska,
2,2,6,2,Łagiewniki,gmina wiejska,
2,2,7,4,Niemcza,miasto,
2,2,7,5,Niemcza,obszar wiejski,
2,3,,,głogowski,powiat,
2,3,1,1,Głogów,gmina miejska,
2,3,2,2,Głogów,gmina wiejska,
2,3,3,2,Jerzmanowa,gmina wiejska,
2,3,4,2,Kotla,gmina wiejska,
2,3,5,2,Pęcław,gmina wiejska,
2,3,6,2,Żukowice,gmina wiejska,
2,4,,,górowski,powiat,
2,4,1,4,Góra,miasto,
2,4,1,5,Góra,obszar wiejski,
2,4,2,2,Jemielno,gmina wiejska,
2,4,3,2,Niechlów,gmina wiejska,
2,4,4,4,Wąsosz,miasto,
2,4,4,5,Wąsosz,obszar wiejski,
2,5,,,jaworski,powiat,
2,5,1,1,Jawor,gmina miejska,
2,5,2,4,Bolków,miasto,
2,5,2,5,Bolków,obszar wiejski,
2,5,3,2,Męcinka,gmina wiejska,
2,5,4,2,Mściwojów,gmina wiejska,
2,5,5,2,Paszowice,gmina wiejska,
2,5,6,2,Wądroże Wielkie,gmina wiejska,
2,6,,,karkonoski,powiat,
2,6,1,1,Karpacz,gmina miejska,
2,6,2,1,Kowary,gmina miejska,
2,6,3,1,Piechowice,gmina miejska,
2,6,4,1,Szklarska Poręba,gmina miejska,
2,6,5,2,Janowice Wielkie,gmina wiejska,
2,6,6,2,Jeżów Sudecki,gmina wiejska,
2,6,7,2,Mysłakowice,gmina wiejska,
2,6,8,2,Podgórzyn,gmina wiejska,
2,6,9,2,Stara Kamienica,gmina wiejska,
2,7,,,kamiennogórski,powiat,
2,7,1,1,Kamienna Góra,gmina miejska,
2,7,2,2,Kamienna Góra,gmina wiejska,
2,7,3,4,Lubawka,miasto,
2,7,3,5,Lubawka,obszar wiejski,
2,7,4,2,Marciszów,gmina wiejska,
2,8,,,kłodzki,powiat,
2,8,1,1,Duszniki-Zdrój,gmina miejska,
2,8,2,1,Kłodzko,gmina miejska,
2,8,3,1,Kudowa-Zdrój,gmina miejska,
2,8,4,1,Nowa Ruda,gmina miejska,
2,8,5,1,Polanica-Zdrój,gmina miejska,
2,8,6,4,Bystrzyca Kłodzka,miasto,
2,8,6,5,Bystrzyca Kłodzka,obszar wiejski,
2,8,7,2,Kłodzko,gmina wiejska,
2,8,8,4,Lądek-Zdrój,miasto,
2,8,8,5,Lądek-Zdrój,obszar wiejski,
2,8,9,2,Lewin Kłodzki,gmina wiejska,
2,8,10,4,Międzylesie,miasto,
2,8,10,5,Międzylesie,obszar wiejski,
2,8,11,2,Nowa Ruda,gmina wiejska,
2,8,12,4,Radków,miasto,
2,8,12,5,Radków,obszar wiejski,
2,8,13,4,Stronie Śląskie,miasto,
2,8,13,5,Stronie Śląskie,obszar wiejski,
2,8,14,4,Szczytna,miasto,
2,8,14,5,Szczytna,obszar wiejski,
2,9,,,legnicki,powiat,
2,9,1,1,Chojnów,gmina miejska,
2,9,2,2,Chojnów,gmina wiejska,
2,9,3,2,Krotoszyce,gmina wiejska,
2,9,4,2,Kunice,gmina wiejska,
2,9,5,2,Legnickie Pole,gmina wiejska,
2,9,6,2,Miłkowice,gmina wiejska,
2,9,7,4,Prochowice,miasto,
2,9,7,5,Prochowice,obszar wiejski,
2,9,8,2,Ruja,gmina wiejska,
2,10,,,lubański,powiat,
2,10,1,1,Lubań,gmina miejska,
2,10,2,1,Świeradów-Zdrój,gmina miejska,
2,10,3,4,Leśna,miasto,
2,10,3,5,Leśna,obszar wiejski,
2,10,4,2,Lubań,gmina wiejska,
2,10,5,4,Olszyna,miasto,
2,10,5,5,Olszyna,obszar wiejski,
2,10,6,2,Platerówka,gmina wiejska,
2,10,7,2,Siekierczyn,gmina wiejska,
2,11,,,lubiński,powiat,
2,11,1,1,Lubin,gmina miejska,
2,11,2,2,Lubin,gmina wiejska,
2,11,3,2,Rudna,gmina wiejska,
2,11,4,4,Ścinawa,miasto,
2,11,4,5,Ścinawa,obszar wiejski,
2,12,,,lwówecki,powiat,
2,12,1,4,Gryfów Śląski,miasto,
2,12,1,5,Gryfów Śląski,obszar wiejski,
2,12,2,4,Lubomierz,miasto,
2,12,2,5,Lubomierz,obszar wiejski,
2,12,3,4,Lwówek Śląski,miasto,
2,12,3,5,Lwówek Śląski,obszar wiejski,
2,12,4,4,Mirsk,miasto,
2,12,4,5,Mirsk,obszar wiejski,
2,12,5,4,Wleń,miasto,
2,12,5,5,Wleń,obszar wiejski,
2,13,,,milicki,powiat,
2,13,1,2,Cieszków,gmina wiejska,
2,13,2,2,Krośnice,gmina wiejska,
2,13,3,4,Milicz,miasto,
2,13,3,5,Milicz,obszar wiejski,
2,14,,,oleśnicki,powiat,
2,14,1,1,Oleśnica,gmina miejska,
2,14,2,4,Bierutów,miasto,
2,14,2,5,Bierutów,obszar wiejski,
2,14,3,2,Dobroszyce,gmina wiejska,
2,14,4,2,Dziadowa Kłoda,gmina wiejska,
2,14,5,4,Międzybórz,miasto,
2,14,5,5,Międzybórz,obszar wiejski,
2,14,6,2,Oleśnica,gmina wiejska,
2,14,7,4,Syców,miasto,
2,14,7,5,Syców,obszar wiejski,
2,14,8,4,Twardogóra,miasto,
2,14,8,5,Twardogóra,obszar wiejski,
2,15,,,oławski,powiat,
2,15,1,1,Oława,gmina miejska,
2,15,2,2,Domaniów,gmina wiejska,
2,15,3,4,Jelcz-Laskowice,miasto,
2,15,3,5,Jelcz-Laskowice,obszar wiejski,
2,15,4,2,Oława,gmina wiejska,
2,16,,,polkowicki,powiat,
2,16,1,4,Chocianów,miasto,
2,16,1,5,Chocianów,obszar wiejski,
2,16,2,2,Gaworzyce,gmina wiejska,
2,16,3,2,Grębocice,gmina wiejska,
2,16,4,4,Polkowice,miasto,
2,16,4,5,Polkowice,obszar wiejski,
2,16,5,4,Przemków,miasto,
2,16,5,5,Przemków,obszar wiejski,
2,16,6,2,Radwanice,gmina wiejska,
2,17,,,strzeliński,powiat,
2,17,1,2,Borów,gmina wiejska,
2,17,2,2,Kondratowice,gmina wiejska,
2,17,3,2,Przeworno,gmina wiejska,
2,17,4,4,Strzelin,miasto,
2,17,4,5,Strzelin,obszar wiejski,
2,17,5,4,Wiązów,miasto,
2,17,5,5,Wiązów,obszar wiejski,
2,18,,,średzki,powiat,
2,18,1,2,Kostomłoty,gmina wiejska,
2,18,2,2,Malczyce,gmina wiejska,
2,18,3,2,Miękinia,gmina wiejska,
2,18,4,4,Środa Śląska,miasto,
2,18,4,5,Środa Śląska,obszar wiejski,
2,18,5,2,Udanin,gmina wiejska,
2,19,,,świdnicki,powiat,
2,19,1,1,Świdnica,gmina miejska,
2,19,2,1,Świebodzice,gmina miejska,
2,19,3,2,Dobromierz,gmina wiejska,
2,19,4,4,Jaworzyna Śląska,miasto,
2,19,4,5,Jaworzyna Śląska,obszar wiejski,
2,19,5,2,Marcinowice,gmina wiejska,
2,19,6,4,Strzegom,miasto,
2,19,6,5,Strzegom,obszar wiejski,
2,19,7,2,Świdnica,gmina wiejska,
2,19,8,4,Żarów,miasto,
2,19,8,5,Żarów,obszar wiejski,
2,20,,,trzebnicki,powiat,
2,20,1,4,Oborniki Śląskie,miasto,
2,20,1,5,Oborniki Śląskie,obszar wiejski,
2,20,2,4,Prusice,miasto,
2,20,2,5,Prusice,obszar wiejski,
2,20,3,4,Trzebnica,miasto,
2,20,3,5,Trzebnica,obszar wiejski,
2,20,4,2,Wisznia Mała,gmina wiejska,
2,20,5,2,Zawonia,gmina wiejska,
2,20,6,4,Żmigród,miasto,
2,20,6,5,Żmigród,obszar wiejski,
2,21,,,wałbrzyski,powiat,
